sound_id,class,action
798292,sp-p,exclude
831509,m-si,exclude
823187,is-p,exclude
824739,ss-s,exclude
809704,m-sp,exclude
831939,ss-s,exclude
832317,fx-ex,exclude
826415,fx-h,exclude
812116,fx-m,exclude
798303,is-p,exclude
798728,ss-u,exclude
818028,is-p,exclude
813562,is-p,exclude
809840,fx-a,exclude
809350,m-sp,exclude
805189,fx-ex,exclude
837792,ss-u,exclude
831251,ss-n,exclude
802387,m-si,exclude
801988,m-si,exclude
810998,fx-o,exclude
817028,fx-o,exclude
833827,ss-i,exclude
809092,m-sp,exclude
807687,ss-u,exclude
802428,is-p,exclude
802005,m-si,exclude
827396,fx-n,exclude
832258,fx-o,exclude
826879,is-p,exclude
827382,ss-s,exclude
826328,fx-m,exclude
807819,is-p,exclude
817596,ss-n,exclude
803135,is-p,exclude
809380,m-sp,exclude
829166,is-p,exclude
841673,ss-s,exclude
831408,fx-h,exclude
809230,is-p,exclude
818339,ss-u,exclude
828005,is-p,exclude
815803,is-p,exclude
816269,ss-u,exclude
831615,is-p,exclude
800943,is-p,exclude
834041,is-s,exclude
815877,fx-h,exclude
836475,ss-s,exclude
813634,is-p,exclude
803835,fx-n,exclude
816290,ss-u,exclude
813638,is-p,exclude
810494,fx-ex,exclude
818459,is-p,exclude
809099,m-sp,exclude
830932,ss-n,exclude
827918,is-p,exclude
835487,is-p,exclude
803404,sp-s,exclude
807903,fx-o,exclude
837312,ss-u,exclude
814913,fx-n,exclude
803721,fx-a,exclude
829884,ss-n,exclude
825362,fx-h,exclude
840269,ss-i,exclude
830501,fx-o,exclude
840632,ss-u,exclude
802030,m-si,exclude
802309,m-si,exclude
807675,m-m,exclude
820160,is-p,exclude
825607,ss-s,exclude
807531,fx-n,exclude
828807,m-sp,exclude
835591,is-s,exclude
837637,fx-el,exclude
841753,fx-el,exclude
808168,is-p,exclude
835746,ss-s,exclude
808859,fx-m,exclude
805091,fx-m,exclude
810139,ss-u,exclude
813342,ss-u,exclude
835162,ss-n,exclude
839777,ss-u,exclude
827377,is-p,exclude
837237,fx-v,exclude
831208,ss-n,exclude
811257,fx-v,exclude
816451,is-p,exclude
816992,fx-h,exclude
811965,fx-a,exclude
809366,m-sp,exclude
822328,m-si,exclude
822396,ss-n,exclude
837587,fx-v,exclude
825809,fx-h,exclude
805310,fx-el,exclude
804965,ss-u,exclude
841065,fx-m,exclude
825853,ss-s,exclude
834183,is-s,exclude
824059,ss-n,exclude
798918,is-p,exclude
835227,ss-n,exclude
819057,is-p,exclude
822667,is-p,exclude
809725,m-sp,exclude
804680,ss-n,exclude
841708,fx-m,exclude
802039,m-si,exclude
823074,fx-m,exclude
833674,sp-s,exclude
828808,is-p,exclude
802779,m-si,exclude
807955,ss-u,exclude
809741,m-sp,exclude
815611,is-p,exclude
800910,is-p,exclude
829692,is-e,exclude
829214,is-p,exclude
833001,m-m,exclude
835573,is-s,exclude
807601,fx-m,exclude
833433,fx-el,exclude
842742,ss-u,exclude
825515,is-p,exclude
799990,fx-m,exclude
840787,ss-s,exclude
799765,fx-m,exclude
834170,is-s,exclude
817249,is-p,exclude
823067,fx-v,exclude
831338,ss-n,exclude
829632,ss-n,exclude
823079,fx-m,exclude
842901,is-e,exclude
827131,fx-a,exclude
799775,fx-m,exclude
806369,ss-n,exclude
826061,fx-el,exclude
833942,is-s,exclude
806089,is-p,exclude
811904,ss-u,exclude
835428,ss-n,exclude
830221,fx-h,exclude
825636,m-si,exclude
802301,m-si,exclude
802148,is-p,exclude
812206,ss-u,exclude
826900,ss-u,exclude
801046,is-p,exclude
815929,fx-el,exclude
835415,is-p,exclude
840140,is-p,exclude
816260,fx-el,exclude
819839,m-sp,exclude
802312,m-si,exclude
825842,fx-ex,exclude
835399,is-p,exclude
820252,is-p,exclude
820120,is-p,exclude
813583,ss-n,exclude
836326,ss-u,exclude
833081,fx-ex,exclude
819539,fx-n,exclude
813696,fx-h,exclude
818366,is-p,exclude
833022,fx-el,exclude
817304,fx-v,exclude
809325,m-sp,exclude
842006,ss-n,exclude
801978,m-si,exclude
827498,fx-m,exclude
809117,m-sp,exclude
822708,is-p,exclude
808450,sp-s,exclude
805166,fx-v,exclude
832564,ss-u,exclude
841171,is-p,exclude
809943,fx-v,exclude
802037,m-si,exclude
816783,fx-h,exclude
798686,is-p,exclude
804516,fx-h,exclude
809344,m-sp,exclude
817257,fx-n,exclude
805066,fx-a,exclude
813340,ss-n,exclude
824009,ss-n,exclude
822300,fx-h,exclude
833981,m-m,exclude
826255,is-p,exclude
802836,fx-m,exclude
809707,m-sp,exclude
808305,fx-h,exclude
837453,fx-el,exclude
809454,m-sp,exclude
814701,is-p,exclude
802936,fx-el,exclude
810749,fx-n,exclude
825963,fx-el,exclude
825486,fx-m,exclude
824443,fx-a,exclude
812062,fx-m,exclude
803608,is-p,exclude
833929,is-s,exclude
820265,is-p,exclude
831007,ss-n,exclude
830378,ss-u,exclude
840522,is-p,exclude
818247,is-p,exclude
818919,m-m,exclude
805789,fx-o,exclude
833902,is-s,exclude
841815,ss-u,exclude
815195,m-sp,exclude
798647,ss-s,exclude
802856,fx-m,exclude
832815,is-p,exclude
825206,ss-u,exclude
809301,m-sp,exclude
832032,m-si,exclude
805764,fx-o,exclude
834175,is-s,exclude
827436,fx-a,exclude
802318,m-si,exclude
801994,m-si,exclude
836790,is-p,exclude
827288,is-p,exclude
818216,sp-s,exclude
807773,fx-h,exclude
825414,fx-a,exclude
825471,fx-v,exclude
823075,fx-v,exclude
817293,fx-o,exclude
807607,fx-h,exclude
835601,is-s,exclude
812317,ss-u,exclude
825438,is-p,exclude
815661,is-p,exclude
824389,ss-s,exclude
811831,is-s,exclude
829557,is-p,exclude
815210,m-sp,exclude
810932,ss-u,exclude
800544,m-si,exclude
831593,ss-n,exclude
842999,ss-u,exclude
804644,fx-o,exclude
843185,ss-s,exclude
819227,is-p,exclude
835406,is-p,exclude
819566,is-p,exclude
817973,fx-o,exclude
833821,ss-u,exclude
834174,is-s,exclude
827681,fx-m,exclude
831060,ss-n,exclude
802458,fx-n,exclude
824979,m-sp,exclude
829739,is-p,exclude
826044,m-m,exclude
842227,ss-u,exclude
799907,fx-m,exclude
809739,m-sp,exclude
842580,fx-v,exclude
813703,is-p,exclude
802303,m-si,exclude
826537,fx-ex,exclude
819083,fx-o,exclude
829049,is-p,exclude
798792,is-p,exclude
834939,is-e,exclude
829374,ss-i,exclude
833503,m-sp,exclude
833547,fx-el,exclude
809507,m-sp,exclude
802598,fx-h,exclude
803803,ss-n,exclude
805536,is-p,exclude
805116,m-sp,exclude
809284,m-sp,exclude
835442,is-p,exclude
809670,m-sp,exclude
842794,fx-h,exclude
798813,is-p,exclude
826231,ss-n,exclude
820101,is-p,exclude
835749,fx-m,exclude
819808,fx-o,exclude
809839,fx-a,exclude
825302,is-s,exclude
809345,m-sp,exclude
818367,is-p,exclude
831499,is-p,exclude
836022,fx-el,exclude
805478,fx-a,exclude
802337,m-si,exclude
831712,fx-a,exclude
828781,fx-v,exclude
835649,is-e,exclude
834325,ss-u,exclude
816347,m-m,exclude
842705,fx-h,exclude
817884,fx-a,exclude
815372,ss-u,exclude
815175,ss-u,exclude
805190,fx-ex,exclude
831469,is-p,exclude
827838,ss-u,exclude
826658,ss-n,exclude
809592,m-sp,exclude
804817,is-e,exclude
829075,is-p,exclude
842706,fx-m,exclude
807977,ss-u,exclude
835564,is-s,exclude
809742,m-sp,exclude
805103,fx-el,exclude
823999,ss-n,exclude
806460,fx-el,exclude
802317,m-si,exclude
826158,is-p,exclude
834750,is-p,exclude
801987,m-si,exclude
802173,is-p,exclude
841638,fx-el,exclude
809713,m-sp,exclude
812068,is-p,exclude
805167,fx-v,exclude
833934,is-s,exclude
809705,m-sp,exclude
809557,m-sp,exclude
841710,ss-u,exclude
802379,m-si,exclude
830049,is-e,exclude
827380,is-p,exclude
824013,ss-n,exclude
815926,fx-el,exclude
825971,is-p,exclude
822570,is-p,exclude
820190,is-p,exclude
814162,ss-n,exclude
820270,is-p,exclude
830310,fx-m,exclude
814376,ss-n,exclude
829054,fx-ex,exclude
837749,fx-m,exclude
817588,is-p,exclude
809712,m-sp,exclude
840878,fx-v,exclude
833896,is-s,exclude
807621,ss-u,exclude
841705,fx-o,exclude
804888,is-p,exclude
802422,is-p,exclude
809722,m-sp,exclude
825752,fx-el,exclude
824978,m-sp,exclude
809743,m-sp,exclude
831724,fx-m,exclude
826760,is-p,exclude
816380,is-p,exclude
809130,m-sp,exclude
802252,ss-s,exclude
802314,m-si,exclude
807399,fx-v,exclude
809733,m-sp,exclude
809090,m-sp,exclude
799768,fx-m,exclude
802045,m-si,exclude
835293,fx-ex,exclude
809771,m-sp,exclude
840575,fx-n,exclude
815834,is-p,exclude
842107,fx-h,exclude
837433,ss-u,exclude
809756,m-sp,exclude
838997,fx-v,exclude
802016,m-si,exclude
810645,fx-ex,exclude
800268,is-p,exclude
820184,is-p,exclude
802008,m-si,exclude
834058,is-s,exclude
833885,fx-h,exclude
830351,ss-u,exclude
809295,m-sp,exclude
834515,ss-s,exclude
833931,is-s,exclude
808825,fx-m,exclude
799270,fx-a,exclude
835995,fx-h,exclude
817494,fx-el,exclude
838230,fx-v,exclude
820051,fx-h,exclude
828439,fx-a,exclude
832020,fx-h,exclude
809679,m-sp,exclude
800573,m-si,exclude
808839,fx-m,exclude
809296,m-sp,exclude
827683,sp-s,exclude
816078,fx-o,exclude
811649,fx-h,exclude
833899,is-s,exclude
809497,m-sp,exclude
833900,is-s,exclude
819169,fx-m,exclude
809535,m-sp,exclude
809330,m-sp,exclude
832587,fx-el,exclude
828307,fx-v,exclude
798793,is-p,exclude
805755,fx-o,exclude
809478,m-sp,exclude
827375,is-p,exclude
826943,is-p,exclude
837363,ss-u,exclude
804696,fx-v,exclude
832000,fx-ex,exclude
835581,is-s,exclude
820173,is-p,exclude
809374,m-sp,exclude
802020,m-si,exclude
802358,m-si,exclude
815178,is-p,exclude
808648,ss-u,exclude
809763,m-sp,exclude
835675,fx-o,exclude
841514,ss-u,exclude
842168,ss-n,exclude
798442,ss-s,exclude
840637,fx-a,exclude
800214,fx-o,exclude
798857,is-p,exclude
831149,ss-n,exclude
832533,sp-c,exclude
825520,is-p,exclude
816650,fx-m,exclude
841630,fx-ex,exclude
798265,is-p,exclude
809718,m-sp,exclude
809643,m-sp,exclude
798869,is-e,exclude
833704,ss-i,exclude
835530,ss-u,exclude
804490,fx-h,exclude
823488,ss-n,exclude
825553,fx-el,exclude
831709,fx-h,exclude
826776,is-p,exclude
801739,fx-a,exclude
835092,fx-h,exclude
830516,ss-u,exclude
809226,fx-h,exclude
833676,sp-s,exclude
831275,ss-n,exclude
829942,ss-u,exclude
841020,ss-u,exclude
842848,is-e,exclude
812786,fx-ex,exclude
842850,is-e,exclude
842903,is-e,exclude
833269,fx-o,exclude
825775,fx-el,exclude
808032,m-si,exclude
802297,m-si,exclude
835971,ss-i,exclude
798673,ss-n,exclude
812476,is-p,exclude
809480,m-sp,exclude
799069,is-s,exclude
801057,m-sp,exclude
833120,is-p,exclude
809759,m-sp,exclude
805890,fx-o,exclude
831340,ss-n,exclude
832502,fx-h,exclude
805532,is-p,exclude
801519,fx-m,exclude
826185,is-p,exclude
809453,m-sp,exclude
826598,ss-n,exclude
838847,ss-u,exclude
809360,m-sp,exclude
805351,ss-n,exclude
810327,fx-o,exclude
802025,m-si,exclude
825199,is-p,exclude
820245,is-p,exclude
829345,fx-el,exclude
822455,is-p,exclude
802336,m-si,exclude
800331,is-p,exclude
802019,m-si,exclude
836023,ss-n,exclude
835703,fx-h,exclude
798966,is-p,exclude
801979,m-si,exclude
807589,m-si,exclude
841961,fx-a,exclude
809377,m-sp,exclude
802392,m-si,exclude
815549,is-e,exclude
819564,is-p,exclude
801980,m-si,exclude
831632,is-p,exclude
800396,fx-a,exclude
835767,fx-h,exclude
826733,fx-n,exclude
809355,m-sp,exclude
809735,m-sp,exclude
813330,ss-u,exclude
801990,m-si,exclude
807967,ss-u,exclude
835585,is-s,exclude
842982,fx-el,exclude
827875,is-p,exclude
839384,ss-s,exclude
805579,is-s,exclude
801457,fx-m,exclude
798422,fx-a,exclude
835866,ss-i,exclude
839965,ss-u,exclude
804537,fx-h,exclude
798969,ss-i,exclude
804534,fx-h,exclude
797293,fx-h,exclude
803230,ss-n,exclude
809352,m-sp,exclude
833268,fx-o,exclude
826725,fx-h,exclude
822373,ss-s,exclude
836054,ss-u,exclude
822609,ss-s,exclude
809311,m-sp,exclude
817686,fx-el,exclude
809729,m-sp,exclude
807239,ss-u,exclude
805552,is-p,exclude
809289,m-sp,exclude
799194,is-p,exclude
842747,ss-u,exclude
838100,fx-h,exclude
802300,m-si,exclude
813560,is-p,exclude
801083,is-p,exclude
802167,ss-n,exclude
831431,ss-u,exclude
798380,ss-u,exclude
840366,ss-n,exclude
811864,sp-c,exclude
809287,m-sp,exclude
840461,ss-n,exclude
820297,is-p,exclude
809554,m-sp,exclude
826652,fx-h,exclude
819838,m-sp,exclude
803583,ss-n,exclude
810670,fx-ex,exclude
809415,fx-h,exclude
802471,fx-n,exclude
820037,is-e,exclude
803637,ss-u,exclude
817954,is-k,exclude
829716,fx-n,exclude
817467,ss-s,exclude
809626,m-sp,exclude
818352,ss-u,exclude
805419,fx-o,exclude
816148,m-m,exclude
817055,ss-u,exclude
834140,fx-el,exclude
803601,is-p,exclude
829446,is-p,exclude
816924,fx-o,exclude
823495,sp-s,exclude
809490,m-sp,exclude
832592,fx-el,exclude
825588,fx-el,exclude
798854,is-w,exclude
809798,m-sp,exclude
809613,m-sp,exclude
824596,fx-m,exclude
811667,is-p,exclude
823908,ss-n,exclude
827979,is-p,exclude
803099,is-p,exclude
800721,fx-o,exclude
804915,is-p,exclude
827255,ss-n,exclude
819534,fx-a,exclude
801446,m-m,exclude
842063,fx-v,exclude
815238,is-p,exclude
816056,fx-o,exclude
798873,sp-s,exclude
815828,sp-s,exclude
809300,m-sp,exclude
803765,fx-v,exclude
834224,is-p,exclude
834002,ss-n,exclude
834054,is-s,exclude
798368,sp-s,exclude
807350,is-s,exclude
826439,ss-i,exclude
807711,is-p,exclude
842691,ss-u,exclude
809463,m-sp,exclude
802023,m-si,exclude
797897,m-m,exclude
809522,m-sp,exclude
812199,ss-u,exclude
825439,fx-ex,exclude
800955,is-p,exclude
809634,m-sp,exclude
836898,fx-el,exclude
802849,fx-m,exclude
816077,fx-h,exclude
809135,m-sp,exclude
826459,ss-u,exclude
817794,ss-u,exclude
843278,ss-i,exclude
834011,ss-u,exclude
809093,m-sp,exclude
828847,fx-h,exclude
808330,fx-o,exclude
819892,fx-v,exclude
817193,is-p,exclude
838504,ss-u,exclude
818021,is-p,exclude
825360,ss-n,exclude
799763,fx-m,exclude
835961,fx-el,exclude
806076,m-m,exclude
801821,ss-u,exclude
808372,fx-m,exclude
802876,fx-m,exclude
826901,ss-u,exclude
829865,m-m,exclude
832746,is-p,exclude
798664,is-p,exclude
819183,is-p,exclude
828331,fx-m,exclude
834172,is-s,exclude
806149,ss-n,exclude
826657,ss-n,exclude
809485,m-sp,exclude
808283,is-p,exclude
808167,is-p,exclude
841275,ss-i,exclude
831206,ss-n,exclude
826734,fx-h,exclude
842352,is-p,exclude
809762,m-sp,exclude
801569,fx-m,exclude
839001,ss-i,exclude
802919,fx-el,exclude
804662,fx-o,exclude
819531,fx-el,exclude
802325,m-si,exclude
802847,fx-m,exclude
840389,is-p,exclude
802454,fx-n,exclude
835786,fx-o,exclude
834894,is-e,exclude
804872,ss-n,exclude
813027,fx-h,exclude
833932,is-s,exclude
829726,m-sp,exclude
803177,fx-m,exclude
800723,fx-o,exclude
834898,is-e,exclude
840484,fx-el,exclude
823880,ss-n,exclude
837901,ss-u,exclude
825258,is-p,exclude
829417,is-p,exclude
805057,fx-a,exclude
806921,fx-el,exclude
817310,fx-h,exclude
834130,is-p,exclude
802837,fx-m,exclude
833766,fx-o,exclude
802322,m-si,exclude
816463,fx-m,exclude
817263,is-p,exclude
832758,ss-s,exclude
842845,is-e,exclude
802821,m-si,exclude
802806,m-si,exclude
798382,m-si,exclude
824108,ss-n,exclude
826225,fx-h,exclude
808513,is-p,exclude
809508,m-sp,exclude
818202,sp-s,exclude
818486,is-p,exclude
835154,fx-o,exclude
803726,fx-a,exclude
803319,ss-s,exclude
809532,m-sp,exclude
817158,fx-v,exclude
816955,ss-n,exclude
805921,fx-o,exclude
815491,fx-m,exclude
826482,fx-el,exclude
802380,m-si,exclude
825210,is-p,exclude
825776,fx-el,exclude
815486,ss-n,exclude
823451,ss-n,exclude
827999,is-p,exclude
803455,sp-p,exclude
841963,fx-n,exclude
809083,m-sp,exclude
802568,fx-v,exclude
818578,m-si,exclude
802790,m-si,exclude
806316,ss-n,exclude
808870,fx-m,exclude
802015,m-si,exclude
804919,ss-n,exclude
817728,fx-o,exclude
802756,fx-a,exclude
812416,ss-u,exclude
811791,sp-s,exclude
813565,is-p,exclude
810164,fx-el,exclude
811794,fx-h,exclude
809644,m-sp,exclude
824855,is-p,exclude
800672,fx-n,exclude
823903,ss-n,exclude
800816,fx-ex,exclude
826413,fx-el,exclude
798306,fx-ex,exclude
816213,ss-s,exclude
830379,ss-i,exclude
819517,is-e,exclude
817052,fx-n,exclude
800944,is-e,exclude
799689,fx-m,exclude
835565,is-s,exclude
829517,is-p,exclude
830016,fx-h,exclude
831511,is-p,exclude
812254,fx-el,exclude
801985,m-si,exclude
817632,is-s,exclude
842697,fx-h,exclude
841757,m-si,exclude
832662,ss-u,exclude
831734,fx-ex,exclude
820200,is-p,exclude
822435,is-p,exclude
818132,sp-s,exclude
833964,fx-el,exclude
799010,is-k,exclude
809307,m-sp,exclude
809602,m-sp,exclude
808366,is-p,exclude
801460,fx-m,exclude
837578,fx-v,exclude
842863,is-e,exclude
798917,is-p,exclude
799073,is-s,exclude
835558,is-s,exclude
818953,sp-s,exclude
810836,is-p,exclude
807820,is-p,exclude
811773,is-p,exclude
837535,ss-u,exclude
813436,fx-o,exclude
827054,is-p,exclude
829796,fx-el,exclude
818937,fx-o,exclude
809365,m-sp,exclude
830503,fx-o,exclude
801986,m-si,exclude
819872,m-sp,exclude
803061,fx-m,exclude
818323,is-p,exclude
824204,fx-o,exclude
819429,ss-s,exclude
815082,fx-m,exclude
802043,m-si,exclude
818588,is-p,exclude
812149,fx-el,exclude
826552,ss-n,exclude
803777,fx-o,exclude
808325,fx-h,exclude
826893,ss-u,exclude
819005,fx-v,exclude
809565,m-sp,exclude
822319,fx-m,exclude
824055,ss-n,exclude
835589,is-s,exclude
841919,ss-u,exclude
820199,is-p,exclude
837584,fx-v,exclude
826105,is-p,exclude
813382,fx-h,exclude
840672,ss-u,exclude
813060,fx-m,exclude
809486,m-sp,exclude
809293,m-sp,exclude
809719,m-sp,exclude
799411,m-si,exclude
815598,fx-el,exclude
799974,fx-m,exclude
802926,fx-el,exclude
837971,m-m,exclude
809567,m-sp,exclude
833936,is-s,exclude
809047,m-si,exclude
815886,m-sp,exclude
798091,ss-n,exclude
803768,fx-v,exclude
840102,is-p,exclude
805677,fx-ex,exclude
823948,ss-n,exclude
830184,m-m,exclude
842636,fx-h,exclude
828107,is-p,exclude
803073,is-p,exclude
802116,is-p,exclude
799405,m-si,exclude
815790,fx-h,exclude
809530,m-sp,exclude
809109,m-sp,exclude
818848,m-m,exclude
809381,m-sp,exclude
806763,fx-h,exclude
811368,fx-m,exclude
824997,is-p,exclude
807206,fx-a,exclude
809493,m-sp,exclude
809623,m-sp,exclude
802816,m-si,exclude
840016,ss-n,exclude
833966,fx-el,exclude
827642,is-p,exclude
834895,is-e,exclude
799413,m-si,exclude
817127,ss-n,exclude
838541,fx-el,exclude
833405,ss-n,exclude
801989,m-si,exclude
809506,m-sp,exclude
809701,m-sp,exclude
803823,is-w,exclude
826595,ss-u,exclude
828138,ss-u,exclude
832206,fx-o,exclude
842849,is-e,exclude
802319,m-si,exclude
807290,fx-el,exclude
824183,fx-o,exclude
843247,fx-n,exclude
827590,fx-h,exclude
835602,is-s,exclude
803658,ss-n,exclude
818321,ss-u,exclude
819281,ss-s,exclude
832379,ss-u,exclude
818861,sp-s,exclude
807297,fx-el,exclude
816145,is-p,exclude
809100,m-sp,exclude
815791,fx-h,exclude
818481,fx-h,exclude
803496,fx-n,exclude
834931,is-e,exclude
829515,is-p,exclude
809754,m-sp,exclude
816212,fx-v,exclude
825204,is-p,exclude
802135,is-p,exclude
841230,ss-u,exclude
802679,ss-u,exclude
824971,m-sp,exclude
843304,fx-o,exclude
803617,is-p,exclude
803727,fx-a,exclude
835652,is-e,exclude
837752,fx-m,exclude
806113,ss-n,exclude
806291,m-m,exclude
814053,fx-el,exclude
817974,fx-o,exclude
826162,fx-el,exclude
817213,is-p,exclude
809339,m-sp,exclude
802340,m-si,exclude
811220,fx-v,exclude
813360,fx-o,exclude
817324,ss-u,exclude
808721,fx-n,exclude
807990,fx-o,exclude
809361,m-sp,exclude
816222,is-p,exclude
802773,m-si,exclude
804822,fx-h,exclude
835562,is-s,exclude
830544,m-sp,exclude
834904,is-e,exclude
803497,fx-n,exclude
802739,is-p,exclude
801963,fx-ex,exclude
838139,ss-u,exclude
824839,fx-m,exclude
833508,m-sp,exclude
819724,fx-el,exclude
801982,m-si,exclude
799574,ss-n,exclude
833140,ss-n,exclude
837632,fx-el,exclude
825626,ss-u,exclude
802169,ss-n,exclude
809372,m-sp,exclude
819787,ss-u,exclude
813316,ss-u,exclude
810491,fx-ex,exclude
818131,sp-s,exclude
811929,fx-ex,exclude
834356,fx-v,exclude
802704,fx-a,exclude
803273,is-p,exclude
807738,is-p,exclude
835380,fx-m,exclude
829770,is-p,exclude
802007,m-si,exclude
803673,ss-n,exclude
800665,ss-i,exclude
813588,ss-n,exclude
809462,m-sp,exclude
809731,m-sp,exclude
800354,fx-m,exclude
842541,ss-u,exclude
809717,m-sp,exclude
809662,m-sp,exclude
809520,m-sp,exclude
839939,ss-u,exclude
809458,m-sp,exclude
816250,sp-s,exclude
802777,m-si,exclude
818441,fx-h,exclude
841561,is-e,exclude
805300,fx-o,exclude
817247,is-e,exclude
827870,is-p,exclude
823960,ss-n,exclude
834897,is-e,exclude
830564,ss-u,exclude
814357,fx-o,exclude
809708,m-sp,exclude
811017,fx-o,exclude
824374,ss-i,exclude
805544,is-p,exclude
804586,ss-u,exclude
802306,m-si,exclude
816849,fx-h,exclude
817839,fx-v,exclude
805053,fx-a,exclude
817998,is-p,exclude
843205,sp-s,exclude
812581,is-s,exclude
807192,ss-u,exclude
801020,ss-n,exclude
820258,is-p,exclude
830220,fx-h,exclude
815612,is-p,exclude
798416,fx-a,exclude
833659,sp-s,exclude
828164,ss-u,exclude
809022,m-sp,exclude
805434,fx-a,exclude
807972,is-p,exclude
809836,fx-a,exclude
810697,is-p,exclude
817860,fx-m,exclude
831645,is-p,exclude
817537,ss-u,exclude
830375,ss-u,exclude
838959,ss-u,exclude
830161,ss-i,exclude
813415,fx-h,exclude
804786,fx-o,exclude
811032,fx-o,exclude
819793,ss-n,exclude
841232,ss-u,exclude
801992,m-si,exclude
800954,is-p,exclude
807267,is-p,exclude
801843,is-p,exclude
799573,ss-n,exclude
802002,m-si,exclude
830963,ss-n,exclude
801344,ss-i,exclude
804603,ss-u,exclude
824678,fx-h,exclude
832581,fx-m,exclude
835800,fx-o,exclude
833694,m-si,exclude
819145,is-p,exclude
801023,ss-s,exclude
818140,sp-s,exclude
811784,ss-u,exclude
833963,fx-el,exclude
796810,fx-o,exclude
819369,fx-m,exclude
810203,fx-h,exclude
825594,ss-i,exclude
836155,fx-v,exclude
833455,fx-n,exclude
833904,is-s,exclude
809652,m-sp,exclude
811123,fx-o,exclude
813688,is-p,exclude
833231,fx-v,exclude
835913,fx-m,exclude
810731,fx-o,exclude
841776,ss-n,exclude
816825,fx-h,exclude
816364,fx-ex,exclude
831946,fx-h,exclude
810054,ss-s,exclude
840107,is-p,exclude
807353,fx-o,exclude
832941,ss-u,exclude
802393,m-si,exclude
824388,ss-s,exclude
823965,ss-n,exclude
836351,ss-u,exclude
809601,m-sp,exclude
812392,ss-s,exclude
809358,m-sp,exclude
829410,is-p,exclude
835752,fx-m,exclude
819095,is-p,exclude
809376,m-sp,exclude
809041,m-si,exclude
828520,m-m,exclude
835100,fx-h,exclude
831603,fx-a,exclude
826511,fx-el,exclude
835574,is-s,exclude
798344,fx-ex,exclude
804972,ss-u,exclude
832446,ss-i,exclude
823401,ss-n,exclude
831591,is-p,exclude
829788,is-s,exclude
838736,fx-ex,exclude
834138,fx-el,exclude
808332,fx-el,exclude
799581,fx-h,exclude
817592,ss-n,exclude
802452,fx-n,exclude
836897,fx-el,exclude
809096,m-sp,exclude
809313,m-sp,exclude
833102,is-p,exclude
807413,ss-i,exclude
841799,ss-u,exclude
809573,m-sp,exclude
816234,ss-s,exclude
826108,m-m,exclude
802076,fx-h,exclude
837452,fx-el,exclude
831714,ss-n,exclude
835426,ss-n,exclude
802762,ss-u,exclude
830801,m-si,exclude
830506,ss-u,exclude
825805,ss-n,exclude
828861,fx-m,exclude
820053,fx-o,exclude
820263,is-p,exclude
812257,fx-el,exclude
826024,is-p,exclude
829611,ss-n,exclude
811152,is-p,exclude
819072,is-s,exclude
809353,m-sp,exclude
817883,ss-u,exclude
813096,ss-n,exclude
825215,is-p,exclude
802253,ss-s,exclude
842690,fx-h,exclude
812278,fx-o,exclude
843157,ss-u,exclude
842334,m-m,exclude
829499,fx-el,exclude
798118,ss-n,exclude
823985,ss-n,exclude
826349,ss-i,exclude
808031,fx-m,exclude
811462,ss-n,exclude
831331,ss-n,exclude
809499,m-sp,exclude
811457,fx-a,exclude
802889,is-e,exclude
809779,m-sp,exclude
809369,m-sp,exclude
823190,is-p,exclude
806109,ss-n,exclude
832350,fx-o,exclude
807294,fx-el,exclude
827935,is-p,exclude
842701,fx-h,exclude
800368,is-p,exclude
809464,m-sp,exclude
843244,ss-u,exclude
805158,fx-n,exclude
830202,fx-v,exclude
816141,ss-s,exclude
817532,is-p,exclude
831752,is-e,exclude
806541,ss-u,exclude
818387,fx-h,exclude
825925,is-e,exclude
827859,is-p,exclude
799022,is-p,exclude
840493,ss-s,exclude
829724,fx-h,exclude
820225,is-p,exclude
840118,is-p,exclude
799103,is-s,exclude
840446,is-p,exclude
808391,is-p,exclude
803184,ss-n,exclude
826444,fx-h,exclude
829548,is-p,exclude
801059,m-sp,exclude
799673,fx-m,exclude
838980,is-e,exclude
811845,fx-a,exclude
819622,fx-o,exclude
822741,fx-n,exclude
809770,m-sp,exclude
830467,ss-n,exclude
798088,ss-n,exclude
820153,is-p,exclude
829550,fx-n,exclude
828410,ss-n,exclude
812287,fx-n,exclude
809568,m-sp,exclude
803615,ss-u,exclude
827873,ss-n,exclude
810660,fx-ex,exclude
831151,ss-n,exclude
833937,is-s,exclude
838871,is-p,exclude
803882,ss-u,exclude
808014,fx-m,exclude
809178,is-p,exclude
834179,is-s,exclude
802935,fx-el,exclude
816839,fx-h,exclude
820057,fx-o,exclude
800922,is-p,exclude
820114,ss-n,exclude
818985,ss-n,exclude
809546,m-sp,exclude
830466,fx-h,exclude
838106,fx-n,exclude
809091,m-sp,exclude
809516,m-sp,exclude
811064,sp-s,exclude
831830,fx-o,exclude
827465,fx-h,exclude
811346,fx-a,exclude
835511,ss-u,exclude
799077,is-s,exclude
838539,fx-el,exclude
825400,is-p,exclude
810656,fx-ex,exclude
826721,is-p,exclude
840367,ss-u,exclude
843133,ss-u,exclude
826354,fx-m,exclude
825469,fx-a,exclude
833270,fx-o,exclude
809564,m-sp,exclude
833826,ss-i,exclude
813325,ss-u,exclude
841716,ss-u,exclude
800552,m-si,exclude
835580,is-s,exclude
