sound_id,class,action
802757,ss-n,exclude
818541,fx-a,exclude
841140,fx-h,exclude
799250,ss-n,exclude
827345,fx-m,exclude
809756,m-sp,exclude
842460,fx-h,exclude
839313,fx-el,exclude
832610,fx-h,exclude
833120,is-p,exclude
831704,fx-h,exclude
835735,is-e,exclude
818170,sp-s,exclude
819249,fx-m,exclude
839306,fx-el,exclude
810999,fx-o,exclude
799027,is-s,exclude
799028,is-s,exclude
809371,m-sp,exclude
806533,ss-u,exclude
811855,ss-n,exclude
798200,is-p,exclude
810335,fx-o,exclude
834145,ss-n,exclude
800612,fx-h,exclude
807761,fx-a,exclude
842222,is-p,exclude
802225,fx-n,exclude
822401,m-m,exclude
809091,m-sp,exclude
817253,is-p,exclude
840772,fx-o,exclude
820173,is-p,exclude
826995,fx-m,exclude
799800,fx-m,exclude
816745,fx-a,exclude
816013,fx-el,exclude
842223,ss-i,exclude
833455,fx-n,exclude
836033,fx-h,exclude
827119,fx-el,exclude
841512,ss-n,exclude
811028,fx-o,exclude
824953,fx-el,exclude
837164,fx-o,exclude
826582,fx-el,exclude
832260,fx-ex,exclude
825258,is-p,exclude
812599,fx-h,exclude
829204,fx-el,exclude
801527,fx-m,exclude
816472,fx-ex,exclude
842459,fx-h,exclude
810604,fx-ex,exclude
816378,ss-n,exclude
810583,fx-ex,exclude
830124,is-p,exclude
800938,ss-s,exclude
826721,is-p,exclude
819492,ss-n,exclude
812372,is-p,exclude
841674,fx-o,exclude
829861,is-e,exclude
826056,fx-el,exclude
813096,ss-n,exclude
803455,sp-p,exclude
809690,m-sp,exclude
798684,fx-h,exclude
818623,fx-o,exclude
807515,fx-h,exclude
809806,m-sp,exclude
809192,is-p,exclude
841147,is-p,exclude
810533,fx-ex,exclude
825886,fx-m,exclude
819145,is-p,exclude
842430,fx-h,exclude
831354,ss-s,exclude
829123,ss-n,exclude
838716,fx-v,exclude
827090,is-k,exclude
822708,is-p,exclude
799993,fx-m,exclude
831843,ss-n,exclude
816487,fx-ex,exclude
842135,fx-ex,exclude
833932,is-s,exclude
818614,fx-m,exclude
806076,m-m,exclude
836090,fx-m,exclude
833001,m-m,exclude
803363,ss-n,exclude
818494,ss-s,exclude
815175,ss-u,exclude
840887,ss-u,exclude
802710,fx-a,exclude
817723,fx-v,exclude
828787,fx-o,exclude
819515,fx-el,exclude
809610,m-sp,exclude
819009,fx-v,exclude
840235,ss-i,exclude
828573,ss-u,exclude
838722,fx-v,exclude
802857,fx-m,exclude
819175,fx-m,exclude
808019,fx-h,exclude
807861,fx-h,exclude
819172,fx-m,exclude
807942,fx-o,exclude
824897,ss-i,exclude
810181,fx-n,exclude
819963,m-m,exclude
812556,fx-a,exclude
826527,fx-h,exclude
816596,is-p,exclude
834956,is-e,exclude
829632,ss-n,exclude
815041,is-e,exclude
811266,sp-s,exclude
811414,fx-o,exclude
816451,is-p,exclude
818270,is-p,exclude
842407,fx-h,exclude
817814,fx-m,exclude
809833,ss-n,exclude
802910,is-e,exclude
842426,fx-h,exclude
837147,ss-n,exclude
799790,fx-m,exclude
835120,ss-n,exclude
818431,fx-ex,exclude
818663,fx-m,exclude
819028,fx-v,exclude
833022,fx-el,exclude
840805,fx-el,exclude
842134,fx-ex,exclude
824119,fx-h,exclude
842461,fx-h,exclude
800369,is-p,exclude
819731,fx-el,exclude
826862,is-p,exclude
817588,is-p,exclude
827067,is-k,exclude
828190,fx-a,exclude
835104,ss-n,exclude
818777,is-p,exclude
828423,ss-i,exclude
840089,is-p,exclude
835562,is-s,exclude
831399,ss-i,exclude
831499,is-p,exclude
840045,fx-o,exclude
832200,is-p,exclude
817852,ss-n,exclude
818490,is-p,exclude
810509,fx-ex,exclude
812576,is-p,exclude
823175,ss-n,exclude
802379,m-si,exclude
816783,fx-h,exclude
819430,ss-s,exclude
805164,fx-n,exclude
830477,fx-o,exclude
824986,m-m,exclude
817486,sp-s,exclude
836753,ss-n,exclude
813436,fx-o,exclude
802298,m-si,exclude
828410,ss-n,exclude
836585,fx-h,exclude
841378,fx-m,exclude
819950,ss-n,exclude
809127,m-si,exclude
841757,m-si,exclude
813533,fx-h,exclude
838667,ss-n,exclude
816842,is-p,exclude
806599,is-p,exclude
841148,is-p,exclude
827736,fx-o,exclude
837633,ss-u,exclude
830562,fx-h,exclude
819176,fx-m,exclude
840408,fx-n,exclude
829918,ss-i,exclude
824530,ss-n,exclude
826733,fx-n,exclude
807590,fx-o,exclude
802892,is-e,exclude
841139,fx-h,exclude
817474,m-m,exclude
842731,fx-m,exclude
815289,is-p,exclude
834960,is-e,exclude
812133,sp-s,exclude
827999,is-p,exclude
802898,is-e,exclude
819034,fx-v,exclude
816263,fx-el,exclude
825519,fx-o,exclude
799558,sp-s,exclude
817165,ss-n,exclude
826044,m-m,exclude
829620,ss-n,exclude
842415,fx-h,exclude
833509,m-sp,exclude
836734,is-p,exclude
801740,fx-m,exclude
827109,is-p,exclude
839043,fx-v,exclude
818295,fx-v,exclude
835849,fx-a,exclude
840457,is-p,exclude
810053,fx-ex,exclude
824648,fx-m,exclude
824941,m-sp,exclude
832262,ss-n,exclude
809705,m-sp,exclude
842400,fx-h,exclude
815072,is-e,exclude
831466,ss-n,exclude
807222,is-e,exclude
838736,fx-ex,exclude
834175,is-s,exclude
809114,m-sp,exclude
816415,is-p,exclude
807238,fx-m,exclude
815906,fx-h,exclude
834413,is-e,exclude
799167,fx-a,exclude
834954,is-e,exclude
805547,is-p,exclude
815051,is-e,exclude
811557,ss-u,exclude
834164,is-p,exclude
810643,fx-ex,exclude
800397,fx-a,exclude
804503,fx-a,exclude
842136,fx-ex,exclude
835866,ss-i,exclude
833512,sp-s,exclude
817224,is-p,exclude
813444,fx-o,exclude
814774,fx-ex,exclude
833914,m-m,exclude
808587,fx-el,exclude
835558,is-s,exclude
842728,fx-m,exclude
828189,fx-a,exclude
825752,fx-el,exclude
809899,ss-u,exclude
809203,is-p,exclude
803277,ss-u,exclude
839325,fx-el,exclude
823084,fx-m,exclude
815326,ss-u,exclude
826241,fx-o,exclude
815056,is-e,exclude
817162,ss-n,exclude
812787,is-p,exclude
799289,ss-n,exclude
812390,ss-u,exclude
842133,fx-ex,exclude
824388,ss-s,exclude
831663,is-p,exclude
820130,ss-s,exclude
809821,m-sp,exclude
829579,is-p,exclude
818950,sp-s,exclude
833095,is-p,exclude
839349,fx-o,exclude
839307,fx-el,exclude
816886,ss-n,exclude
818936,fx-o,exclude
818918,ss-n,exclude
842462,fx-h,exclude
824643,fx-m,exclude
801460,fx-m,exclude
837368,ss-i,exclude
829623,ss-n,exclude
799921,fx-m,exclude
802756,fx-a,exclude
815330,fx-ex,exclude
842749,m-m,exclude
815612,is-p,exclude
832784,ss-u,exclude
810468,ss-n,exclude
812480,m-m,exclude
831469,is-p,exclude
802809,m-si,exclude
811467,ss-n,exclude
817511,is-p,exclude
825520,is-p,exclude
832229,is-p,exclude
815788,is-p,exclude
816644,ss-i,exclude
816998,fx-h,exclude
815063,is-e,exclude
800003,fx-m,exclude
828546,m-sp,exclude
828668,ss-n,exclude
800368,is-p,exclude
801798,is-p,exclude
828504,is-p,exclude
815313,ss-u,exclude
820160,is-p,exclude
836742,is-p,exclude
808342,fx-o,exclude
842406,fx-h,exclude
843074,ss-n,exclude
828803,fx-m,exclude
824952,fx-el,exclude
809200,is-p,exclude
798692,fx-h,exclude
808839,fx-m,exclude
809490,m-sp,exclude
815065,is-e,exclude
836730,is-p,exclude
836390,fx-h,exclude
841159,is-p,exclude
813489,fx-a,exclude
830520,sp-c,exclude
818695,fx-m,exclude
828105,is-p,exclude
809813,m-sp,exclude
811027,fx-o,exclude
798733,is-p,exclude
822556,is-p,exclude
825626,ss-u,exclude
801567,fx-m,exclude
798107,ss-n,exclude
835566,is-s,exclude
809109,m-sp,exclude
802797,m-si,exclude
840671,ss-n,exclude
838239,ss-n,exclude
840468,is-p,exclude
799943,fx-m,exclude
832381,m-sp,exclude
820317,is-p,exclude
811261,is-p,exclude
807256,is-p,exclude
814889,fx-a,exclude
813718,fx-a,exclude
816619,ss-u,exclude
823862,m-m,exclude
812150,fx-el,exclude
832815,is-p,exclude
802889,is-e,exclude
835574,is-s,exclude
799803,fx-m,exclude
822639,sp-p,exclude
815439,fx-m,exclude
799778,fx-m,exclude
801582,is-p,exclude
818456,is-p,exclude
811503,fx-h,exclude
829176,is-p,exclude
826515,m-sp,exclude
811012,fx-m,exclude
825624,ss-u,exclude
836527,ss-n,exclude
837994,ss-i,exclude
813740,ss-i,exclude
829348,fx-h,exclude
842252,fx-h,exclude
799149,is-p,exclude
832884,ss-u,exclude
815069,is-e,exclude
802715,ss-u,exclude
802818,m-si,exclude
818821,is-e,exclude
818955,fx-a,exclude
824647,fx-m,exclude
801536,fx-m,exclude
834100,m-m,exclude
840699,is-p,exclude
805333,fx-o,exclude
816188,is-p,exclude
827901,is-p,exclude
837971,m-m,exclude
839431,fx-v,exclude
818944,m-m,exclude
816480,fx-ex,exclude
813688,is-p,exclude
832937,ss-u,exclude
811024,fx-o,exclude
816149,m-sp,exclude
815073,is-e,exclude
799686,fx-m,exclude
835971,ss-i,exclude
802874,fx-m,exclude
833936,is-s,exclude
817055,ss-u,exclude
837246,ss-n,exclude
836731,is-p,exclude
840920,ss-u,exclude
840340,m-m,exclude
825445,is-p,exclude
840870,fx-v,exclude
812563,fx-el,exclude
809765,m-sp,exclude
819026,fx-v,exclude
835894,ss-i,exclude
806535,ss-u,exclude
811221,fx-v,exclude
810461,is-p,exclude
798118,ss-n,exclude
832838,ss-u,exclude
827543,ss-n,exclude
802780,m-si,exclude
826887,fx-a,exclude
804665,fx-n,exclude
813700,is-p,exclude
828239,is-p,exclude
798689,fx-h,exclude
832614,fx-h,exclude
811411,fx-o,exclude
827409,is-p,exclude
818696,fx-m,exclude
838893,ss-u,exclude
812374,is-p,exclude
830832,is-e,exclude
822733,fx-o,exclude
836122,fx-a,exclude
833937,is-s,exclude
818495,ss-s,exclude
836729,is-p,exclude
817490,is-e,exclude
807444,is-p,exclude
830342,fx-a,exclude
810686,fx-ex,exclude
829684,sp-s,exclude
801519,fx-m,exclude
802701,fx-a,exclude
826051,fx-h,exclude
836558,ss-n,exclude
826598,ss-n,exclude
798306,fx-ex,exclude
813689,is-p,exclude
802714,fx-a,exclude
813013,m-sp,exclude
816975,fx-o,exclude
800569,m-si,exclude
799939,fx-m,exclude
831642,fx-el,exclude
830108,is-p,exclude
837701,fx-el,exclude
838715,fx-v,exclude
820070,m-m,exclude
818247,is-p,exclude
824197,fx-m,exclude
815050,is-e,exclude
831478,is-p,exclude
826880,fx-a,exclude
827106,is-p,exclude
832746,is-p,exclude
820281,is-p,exclude
834501,ss-u,exclude
808852,fx-m,exclude
830356,ss-u,exclude
808084,ss-n,exclude
800011,fx-m,exclude
819438,is-e,exclude
837241,fx-h,exclude
818024,is-p,exclude
802721,fx-a,exclude
824997,is-p,exclude
832656,fx-el,exclude
813720,ss-u,exclude
803678,ss-n,exclude
817837,fx-v,exclude
818775,is-p,exclude
819811,ss-n,exclude
816653,ss-u,exclude
824191,fx-m,exclude
819031,fx-v,exclude
799909,fx-m,exclude
802899,is-e,exclude
839832,fx-ex,exclude
809186,is-p,exclude
803330,ss-n,exclude
799781,fx-m,exclude
839000,ss-i,exclude
822415,fx-ex,exclude
802361,m-si,exclude
815789,ss-s,exclude
810600,fx-ex,exclude
832758,ss-s,exclude
816439,is-p,exclude
799798,fx-m,exclude
816295,fx-o,exclude
831506,sp-c,exclude
798304,fx-o,exclude
809202,is-p,exclude
820101,is-p,exclude
825599,is-p,exclude
833200,is-p,exclude
815314,ss-u,exclude
813075,fx-m,exclude
819798,ss-n,exclude
802790,m-si,exclude
829277,ss-u,exclude
801016,fx-a,exclude
811920,fx-h,exclude
828505,is-p,exclude
824980,m-sp,exclude
815042,is-e,exclude
815340,fx-ex,exclude
837530,ss-u,exclude
840632,ss-u,exclude
818010,is-p,exclude
808737,fx-el,exclude
803660,ss-n,exclude
818155,sp-s,exclude
803273,is-p,exclude
828510,is-p,exclude
819491,fx-o,exclude
803583,ss-n,exclude
812287,fx-n,exclude
798694,fx-h,exclude
815049,is-e,exclude
834183,is-s,exclude
836029,ss-u,exclude
798858,is-e,exclude
833853,fx-h,exclude
804736,m-sp,exclude
825811,fx-h,exclude
820300,is-p,exclude
798225,ss-n,exclude
841719,is-p,exclude
805103,fx-el,exclude
816884,ss-n,exclude
841171,is-p,exclude
827408,is-p,exclude
810573,fx-ex,exclude
802719,ss-u,exclude
831536,m-m,exclude
824121,fx-h,exclude
825216,ss-n,exclude
822403,m-m,exclude
836439,fx-m,exclude
840516,is-p,exclude
818604,fx-o,exclude
831973,is-e,exclude
837625,m-sp,exclude
799421,is-p,exclude
808427,ss-u,exclude
819487,fx-m,exclude
827878,is-p,exclude
840524,is-p,exclude
809597,m-sp,exclude
815044,is-e,exclude
798690,fx-h,exclude
800652,fx-v,exclude
839448,ss-n,exclude
842427,fx-h,exclude
818013,is-p,exclude
809322,m-sp,exclude
833803,m-sp,exclude
841251,fx-m,exclude
842956,ss-s,exclude
836483,fx-o,exclude
804872,ss-n,exclude
828442,fx-a,exclude
818953,sp-s,exclude
809764,m-sp,exclude
832821,ss-u,exclude
810619,fx-ex,exclude
802118,ss-n,exclude
817014,is-e,exclude
797983,fx-a,exclude
814234,sp-s,exclude
828886,fx-m,exclude
841168,m-m,exclude
825925,is-e,exclude
809281,fx-o,exclude
810669,fx-ex,exclude
810549,fx-ex,exclude
802352,m-si,exclude
819899,is-s,exclude
802894,is-e,exclude
824259,fx-o,exclude
828389,fx-h,exclude
818434,fx-o,exclude
829605,m-m,exclude
838842,m-m,exclude
817626,is-p,exclude
842414,fx-h,exclude
839825,ss-n,exclude
803199,fx-el,exclude
833210,ss-s,exclude
819158,fx-m,exclude
822343,fx-el,exclude
818542,is-p,exclude
819894,fx-v,exclude
822586,is-p,exclude
824196,fx-m,exclude
826873,is-p,exclude
829049,is-p,exclude
819334,ss-u,exclude
802358,m-si,exclude
808099,m-si,exclude
836288,is-p,exclude
819531,fx-el,exclude
804966,ss-u,exclude
804836,ss-n,exclude
798842,fx-a,exclude
810460,fx-o,exclude
842168,ss-n,exclude
807964,is-p,exclude
824622,fx-m,exclude
835406,is-p,exclude
835412,ss-u,exclude
798826,fx-o,exclude
817057,fx-o,exclude
838665,ss-n,exclude
834058,is-s,exclude
815174,ss-u,exclude
810068,sp-s,exclude
822505,fx-el,exclude
836432,fx-a,exclude
808721,fx-n,exclude
810664,fx-ex,exclude
802167,ss-n,exclude
822552,is-p,exclude
824192,fx-m,exclude
810503,fx-ex,exclude
810635,fx-ex,exclude
798999,fx-m,exclude
824516,ss-u,exclude
841296,fx-a,exclude
820120,is-p,exclude
826881,fx-a,exclude
839776,ss-u,exclude
817305,fx-o,exclude
801889,fx-o,exclude
828985,ss-u,exclude
830115,ss-u,exclude
803617,is-p,exclude
816418,is-p,exclude
804929,is-p,exclude
809382,m-sp,exclude
804875,ss-n,exclude
815057,is-e,exclude
818533,fx-a,exclude
839302,fx-el,exclude
840080,fx-a,exclude
809012,m-sp,exclude
818959,sp-s,exclude
805669,fx-o,exclude
802464,fx-n,exclude
811471,ss-n,exclude
818291,fx-v,exclude
838543,fx-el,exclude
842594,ss-n,exclude
799998,fx-m,exclude
826219,ss-s,exclude
808020,fx-ex,exclude
840463,ss-s,exclude
820185,is-p,exclude
842182,fx-o,exclude
812391,m-si,exclude
839433,fx-v,exclude
828761,ss-n,exclude
819251,fx-m,exclude
802543,ss-n,exclude
812182,ss-n,exclude
829894,m-m,exclude
809153,fx-ex,exclude
802770,m-si,exclude
832766,fx-a,exclude
835955,fx-v,exclude
802229,fx-a,exclude
832980,ss-n,exclude
811089,fx-n,exclude
801525,fx-m,exclude
829060,is-p,exclude
842267,ss-s,exclude
839782,fx-m,exclude
834406,is-e,exclude
833923,ss-n,exclude
838723,fx-v,exclude
837698,fx-el,exclude
817988,is-p,exclude
807161,ss-n,exclude
833912,is-s,exclude
812795,ss-n,exclude
842020,ss-n,exclude
800599,fx-a,exclude
810540,fx-ex,exclude
840446,is-p,exclude
832745,m-m,exclude
807977,ss-u,exclude
832117,m-m,exclude
810038,ss-n,exclude
827957,is-p,exclude
830206,fx-o,exclude
801452,fx-m,exclude
829611,ss-n,exclude
828636,fx-o,exclude
818452,is-p,exclude
818779,is-p,exclude
829658,fx-o,exclude
836096,fx-m,exclude
822402,m-m,exclude
810505,fx-ex,exclude
816479,fx-ex,exclude
825985,is-p,exclude
815623,is-p,exclude
836094,fx-m,exclude
816290,ss-u,exclude
818771,is-p,exclude
819977,fx-el,exclude
809187,is-p,exclude
808366,is-p,exclude
802350,m-si,exclude
819539,fx-n,exclude
809406,is-p,exclude
816316,fx-ex,exclude
839002,m-m,exclude
826597,m-si,exclude
833876,fx-el,exclude
810933,fx-m,exclude
815105,m-m,exclude
799926,fx-m,exclude
816654,m-si,exclude
832987,ss-u,exclude
799249,ss-n,exclude
829881,sp-s,exclude
806888,sp-s,exclude
824193,fx-m,exclude
835532,m-m,exclude
830292,fx-a,exclude
824818,fx-h,exclude
826333,fx-h,exclude
815116,ss-n,exclude
816617,fx-v,exclude
820069,m-m,exclude
842123,fx-ex,exclude
808506,is-e,exclude
840058,is-e,exclude
829624,ss-n,exclude
822919,fx-el,exclude
818901,m-m,exclude
842429,fx-h,exclude
804628,fx-o,exclude
803187,ss-n,exclude
803538,ss-n,exclude
814322,fx-a,exclude
811162,is-p,exclude
818778,is-p,exclude
832814,ss-u,exclude
836714,is-p,exclude
826606,fx-el,exclude
826024,is-p,exclude
827170,fx-n,exclude
812376,m-m,exclude
820141,is-p,exclude
807766,fx-h,exclude
833821,ss-u,exclude
826964,is-p,exclude
813330,ss-u,exclude
822302,fx-el,exclude
820121,is-p,exclude
819436,ss-s,exclude
832812,ss-u,exclude
842596,ss-n,exclude
824194,fx-m,exclude
824910,is-e,exclude
842132,fx-ex,exclude
826265,fx-o,exclude
819935,ss-n,exclude
839970,is-p,exclude
805596,is-s,exclude
820251,is-p,exclude
819007,fx-v,exclude
834054,is-s,exclude
813716,sp-s,exclude
817163,ss-n,exclude
825750,fx-el,exclude
831937,fx-el,exclude
828060,fx-n,exclude
808732,ss-n,exclude
826185,is-p,exclude
834400,is-e,exclude
836739,is-p,exclude
816145,is-p,exclude
830932,ss-n,exclude
801871,fx-a,exclude
830829,fx-el,exclude
813719,fx-a,exclude
817158,fx-v,exclude
828555,fx-h,exclude
829107,is-k,exclude
825751,fx-el,exclude
819974,ss-n,exclude
799990,fx-m,exclude
815075,is-e,exclude
809638,m-sp,exclude
799531,fx-o,exclude
801436,fx-el,exclude
805331,fx-o,exclude
800736,fx-n,exclude
808971,ss-i,exclude
826459,ss-u,exclude
817065,fx-o,exclude
828006,ss-u,exclude
827339,fx-h,exclude
817969,fx-o,exclude
803658,ss-n,exclude
840207,is-p,exclude
822319,fx-m,exclude
802443,ss-i,exclude
820245,is-p,exclude
815067,is-e,exclude
799776,fx-m,exclude
829463,ss-u,exclude
820129,is-p,exclude
829633,ss-n,exclude
828818,sp-p,exclude
810495,fx-ex,exclude
811036,fx-o,exclude
840148,fx-m,exclude
816637,ss-n,exclude
834083,is-p,exclude
800362,sp-s,exclude
841546,fx-m,exclude
837792,ss-u,exclude
806955,fx-el,exclude
803284,is-p,exclude
819320,ss-n,exclude
828547,fx-o,exclude
810855,ss-i,exclude
810380,ss-u,exclude
835428,ss-n,exclude
808086,is-p,exclude
815696,fx-el,exclude
822554,is-p,exclude
798677,is-p,exclude
832643,is-p,exclude
833023,fx-el,exclude
813049,fx-m,exclude
807348,ss-n,exclude
826382,ss-u,exclude
823264,fx-m,exclude
831695,fx-h,exclude
818395,is-p,exclude
833694,m-si,exclude
835490,m-si,exclude
802116,is-p,exclude
811520,fx-o,exclude
835661,ss-n,exclude
798659,is-p,exclude
816420,is-p,exclude
803258,fx-o,exclude
834491,fx-a,exclude
842440,fx-h,exclude
840210,m-sp,exclude
830184,m-m,exclude
827581,fx-m,exclude
842958,ss-s,exclude
829099,ss-u,exclude
843244,ss-u,exclude
804589,fx-h,exclude
798667,is-p,exclude
830303,is-e,exclude
797900,is-w,exclude
828487,ss-i,exclude
817965,fx-o,exclude
839777,ss-u,exclude
836732,is-p,exclude
818654,is-p,exclude
810538,fx-ex,exclude
809185,is-p,exclude
805670,fx-o,exclude
809487,m-sp,exclude
827984,fx-a,exclude
815060,is-e,exclude
831748,is-e,exclude
803626,m-m,exclude
833514,ss-n,exclude
830060,ss-n,exclude
842982,fx-el,exclude
799904,fx-m,exclude
806954,fx-el,exclude
815324,ss-u,exclude
833931,is-s,exclude
813342,ss-u,exclude
824491,ss-u,exclude
815068,is-e,exclude
816399,is-p,exclude
816376,is-p,exclude
804519,sp-c,exclude
829992,sp-s,exclude
840122,is-p,exclude
815354,fx-h,exclude
842316,sp-s,exclude
800012,fx-m,exclude
827108,is-p,exclude
801083,is-p,exclude
838847,ss-u,exclude
842777,ss-u,exclude
831463,fx-o,exclude
839971,is-p,exclude
819485,fx-m,exclude
812067,fx-ex,exclude
826725,fx-h,exclude
800049,fx-m,exclude
803101,is-p,exclude
828422,ss-i,exclude
816817,is-p,exclude
804784,fx-m,exclude
799809,fx-m,exclude
818546,ss-s,exclude
806951,fx-el,exclude
843079,sp-s,exclude
809801,m-sp,exclude
830112,is-p,exclude
816585,ss-u,exclude
829254,ss-u,exclude
804791,fx-v,exclude
835414,is-p,exclude
820200,is-p,exclude
828509,is-p,exclude
840788,ss-n,exclude
842131,fx-ex,exclude
840766,fx-o,exclude
807753,fx-o,exclude
809342,m-sp,exclude
819684,fx-o,exclude
812199,ss-u,exclude
828376,ss-u,exclude
809103,m-sp,exclude
805657,fx-o,exclude
838885,ss-u,exclude
826968,m-sp,exclude
809123,m-si,exclude
824533,ss-n,exclude
826331,fx-o,exclude
831031,ss-n,exclude
829917,ss-i,exclude
839342,fx-a,exclude
826888,fx-a,exclude
818370,fx-m,exclude
806961,fx-el,exclude
834397,ss-n,exclude
810991,fx-o,exclude
810553,fx-ex,exclude
825505,is-p,exclude
817532,is-p,exclude
811289,fx-ex,exclude
813054,fx-m,exclude
805656,fx-o,exclude
841777,ss-n,exclude
802957,fx-el,exclude
825257,is-p,exclude
817458,fx-o,exclude
822514,fx-el,exclude
832867,fx-el,exclude
816091,ss-n,exclude
814753,fx-ex,exclude
802748,fx-n,exclude
802395,m-si,exclude
817115,ss-n,exclude
824822,fx-o,exclude
818299,fx-v,exclude
836745,is-p,exclude
836178,ss-n,exclude
833896,is-s,exclude
824107,ss-n,exclude
823074,fx-m,exclude
802568,fx-v,exclude
840043,fx-o,exclude
815129,fx-m,exclude
810592,fx-ex,exclude
815040,is-e,exclude
831911,ss-u,exclude
836125,fx-a,exclude
815022,fx-el,exclude
798688,fx-h,exclude
809511,m-sp,exclude
813351,fx-a,exclude
818017,is-p,exclude
834380,ss-i,exclude
803665,ss-n,exclude
835891,ss-i,exclude
803163,is-p,exclude
820065,m-m,exclude
817599,ss-n,exclude
819584,fx-el,exclude
842160,is-p,exclude
837398,fx-el,exclude
798854,is-w,exclude
809809,m-sp,exclude
824978,m-sp,exclude
802392,m-si,exclude
826698,is-e,exclude
830171,fx-m,exclude
810409,fx-v,exclude
819562,is-p,exclude
816161,is-p,exclude
816826,fx-h,exclude
835321,fx-el,exclude
801017,is-p,exclude
817954,is-k,exclude
817972,fx-o,exclude
810597,fx-ex,exclude
826058,fx-el,exclude
819975,ss-n,exclude
837211,m-sp,exclude
835716,ss-n,exclude
810591,fx-ex,exclude
833138,ss-n,exclude
815491,fx-m,exclude
804945,fx-o,exclude
802355,m-si,exclude
834307,fx-m,exclude
808362,is-p,exclude
834345,ss-u,exclude
812152,fx-el,exclude
813347,ss-u,exclude
829782,ss-u,exclude
806952,fx-el,exclude
804778,m-sp,exclude
837996,ss-i,exclude
805061,sp-s,exclude
810463,is-p,exclude
815054,is-e,exclude
815659,is-p,exclude
831645,is-p,exclude
842617,ss-u,exclude
812145,fx-el,exclude
824559,sp-s,exclude
801559,fx-m,exclude
838720,fx-v,exclude
841160,ss-u,exclude
809110,m-sp,exclude
823223,fx-h,exclude
810479,ss-i,exclude
831978,fx-h,exclude
808565,ss-s,exclude
809180,is-p,exclude
825298,is-p,exclude
808919,fx-o,exclude
812438,fx-h,exclude
805681,fx-ex,exclude
828113,fx-o,exclude
817477,fx-n,exclude
817063,fx-o,exclude
807721,ss-n,exclude
813033,ss-n,exclude
841652,ss-u,exclude
808846,fx-o,exclude
836095,fx-m,exclude
827818,fx-el,exclude
824909,is-p,exclude
818429,fx-ex,exclude
842423,fx-h,exclude
834404,is-e,exclude
840041,is-p,exclude
800979,sp-s,exclude
811784,ss-u,exclude
829643,fx-m,exclude
835397,is-p,exclude
835782,ss-n,exclude
820316,is-p,exclude
834046,is-s,exclude
833900,is-s,exclude
815185,is-p,exclude
834417,is-e,exclude
833836,fx-m,exclude
818668,fx-m,exclude
805535,is-p,exclude
830480,fx-o,exclude
798442,ss-s,exclude
827107,is-p,exclude
804696,fx-v,exclude
811431,fx-o,exclude
832217,fx-v,exclude
803637,ss-u,exclude
827043,fx-el,exclude
811030,fx-o,exclude
812476,is-p,exclude
810609,fx-ex,exclude
826537,fx-ex,exclude
842795,fx-o,exclude
833929,is-s,exclude
813446,fx-o,exclude
809760,m-sp,exclude
810998,fx-o,exclude
801526,fx-m,exclude
828456,is-p,exclude
818658,fx-m,exclude
840097,is-p,exclude
841452,fx-o,exclude
801540,fx-m,exclude
835616,fx-a,exclude
803230,ss-n,exclude
834910,is-e,exclude
808305,fx-h,exclude
832748,is-p,exclude
832389,fx-m,exclude
840140,is-p,exclude
827380,is-p,exclude
827441,fx-o,exclude
840787,ss-s,exclude
827382,ss-s,exclude
798540,is-e,exclude
812058,fx-m,exclude
836839,fx-el,exclude
815070,is-e,exclude
808779,fx-o,exclude
811627,ss-u,exclude
822575,is-p,exclude
826300,is-p,exclude
799450,fx-o,exclude
827219,ss-n,exclude
836728,is-p,exclude
842999,ss-u,exclude
808429,ss-u,exclude
833656,fx-el,exclude
840669,ss-u,exclude
817249,is-p,exclude
825788,fx-el,exclude
803599,fx-h,exclude
805091,fx-m,exclude
838980,is-e,exclude
798319,is-e,exclude
826607,m-m,exclude
804680,ss-n,exclude
810579,fx-ex,exclude
811410,fx-o,exclude
808845,fx-o,exclude
839385,fx-ex,exclude
827875,is-p,exclude
826158,is-p,exclude
829142,ss-u,exclude
828166,ss-n,exclude
812146,fx-el,exclude
800549,m-si,exclude
804488,fx-h,exclude
834325,ss-u,exclude
822587,fx-el,exclude
833140,ss-n,exclude
824862,ss-i,exclude
810051,ss-n,exclude
832390,fx-m,exclude
813228,ss-n,exclude
806970,fx-el,exclude
819213,fx-h,exclude
800984,fx-h,exclude
834011,ss-u,exclude
834402,is-e,exclude
836418,fx-a,exclude
818194,sp-s,exclude
829073,fx-el,exclude
828756,fx-v,exclude
799522,fx-o,exclude
827665,fx-el,exclude
822657,sp-p,exclude
798318,is-e,exclude
798691,fx-h,exclude
811134,fx-h,exclude
840495,fx-m,exclude
822609,ss-s,exclude
816937,is-p,exclude
841989,is-p,exclude
817829,fx-o,exclude
806947,fx-el,exclude
826516,m-sp,exclude
828766,fx-m,exclude
838081,sp-s,exclude
827475,ss-i,exclude
827356,fx-a,exclude
807572,fx-o,exclude
819369,fx-m,exclude
824747,fx-o,exclude
836712,ss-n,exclude
815651,is-p,exclude
806929,ss-n,exclude
801450,fx-m,exclude
837165,fx-el,exclude
829446,is-p,exclude
819368,fx-m,exclude
842655,ss-u,exclude
816144,is-p,exclude
804496,fx-o,exclude
836900,fx-el,exclude
811846,fx-o,exclude
