sound_id,class,class_idx,class_top,confidence,uploader,license,title,tags,description,action
114111,sp-p,303,sp,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,Salou_Alaris_naar_Barcelonavia_spoor 4melding over geldigheid vervoerbewijzen_okt-2010.WAV,"announcement,automated,salou,spain,station",salou spain automated station announcement,exclude
114330,sp-p,303,sp,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,"Tarragona_Euromed_naar_Valenciavia_vertrek_1524melding, dat reizigers verzocht worden naar de receptie in de hal te komen (deels)_okt-2010.WAV","announcement,automated,spain,station,tarragona",tarragona spain automated station announcement,exclude
117219,sp-p,303,sp,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,"Inca_Melding_1e trein van spoor 2_is met bestemming_Palma+melding, dat trein op alle tussengelegen stations stopt_100311.WAV","2,announcement,automated,inca,mallorca,palma,platform,station,train",automated station announcement Inca-station.,exclude
10134,sp-s,301,sp,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 047.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
114136,fx-el,408,fx,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,Salou_gong (afgepakt bericht)_okt-2010.WAV,"announcement,automated,salou,spain,station",salou spain automated station announcement,exclude
382589,ss-u,503,ss,1,macdaddyno1,http://creativecommons.org/publicdomain/zero/1.0/,Running feet counted off by a 2 year old,"steps,running,feet,foot",Running feet counted off by a 2 year old,exclude
114625,ss-i,502,ss,1,dobroide,https://creativecommons.org/licenses/by/4.0/,20110212_mercado.04.wav,"ambiance,field-recording,market,spanish,voice","shouts and ambient noise at the Sanlucar de Barrameda market, in S Spain. PCM M10 with internal mics",exclude
128938,fx-v,402,fx,1,Apostolinkyyti,http://creativecommons.org/publicdomain/zero/1.0/,Forest_Day_roadhumm_train.wav,"Wind,Trains,Forest,Autumn,Cars,Field-recording,Summer","A simple field recording of an autumn day in Tikkurila, Vantaa, Finland.",exclude
86957,ss-u,503,ss,1,dobroide,https://creativecommons.org/licenses/by/4.0/,20091217.19.store.blinds.wav,"ambiance,blinds,city,field-recording,metal,shopping,stores","noise of store blinds being raised manually. Recorded in Seville (Plaza del Pan) during the filming of the documentary 'El caracol y el laberinto' (The Snail and the labyrinth), directed by Wilson Osorio for Minimal Films. Sennheiser MKH 60 + MKH 30 into Shure FP24, Olympus LS10 recorder. Decoded to Mid Side stereo with free Voxengo VST plugin.",exclude
10097,fx-h,404,fx,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 009.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
52630,ss-u,503,ss,1,fiatknox,https://creativecommons.org/licenses/by/4.0/,recording the sound of hailstones.mp3,"alexander-thomas-greene,commentary,field-recording,hailstones","Field recording of hailstones, plus external and internal commentary by the file's author.",exclude
185061,ss-i,502,ss,1,tedmasterweb,http://creativecommons.org/publicdomain/zero/1.0/,Airplane Toilet Flush 1.WAV,"flush,airplane,toilet",Flushing an airplane toilet. You can hear my son verbalizing in the background.,exclude
10784,is-w,203,is,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,C_m-piece_2.R.aif,"davood,extended,metalic,mouthpiece,technique,trumpet","recordings of variouts trumpet extended techniques, performed by David Bithell, recorded by Ali Momeni with a Neumann mics (marked .L) and an earthwords (marked .R). Dynamics are indicated with from pp (very soft) to ff (very loud). V indecas valve, s and l indicate short and long, pitches in names indicate fingered pitches,",exclude
6230,is-e,205,is,1,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,HORROB02.aif,"evil,horror,subtractive,synthesis","Multisamples created with subsynth. Eerie horror film sound in middle and higher registers. Normalized and converted to AIFF in cool edit 96. File name indicates frequency for example: HORROC04.aif= C4, where last 3 characters are ""C04""",exclude
10126,sp-s,301,sp,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 039.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
4998,sp-p,303,sp,1,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,call4.wav,"call,comedy,lofi,phone,telemarketer",4 of 4 parts of a recording made on a cassette answering machine then recorded via dynamic mic to PC of a telemarketer trying to sell me a newspaper. Converted to simulated stereo in cool edit 96.,exclude
29544,ss-n,501,ss,1,brightonmatt,http://creativecommons.org/licenses/sampling+/1.0/,brightonbeach1.wav,"uk,brighton,tanker,summer,voices,atmos,waves,beach,field-recording","Stereo recording of a summer's day on Brighton beach, UK. Children playing in distance. Large tanker off the coast creating background hum.",exclude
86451,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,epanody--the_hell_is_wrong_with_you.wav,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman","Shrill, medium-pitched young female voice asks ""the hell is wrong with you?!"" Highly annoying!Mono recording made with a Gigaware microphone headset.",exclude
107727,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,this is pure noise.wav,"annoying,epanody,female,girl,sound,speaking,speech,spoken,text,vocal,voice,woman,word","""This is pure noise!"" said by a strident, annoying, medium-pitched young female voice. Recorded in stereo with a Gigaware microphone headset.",exclude
18451,m-si,102,m,1,zippi1,https://creativecommons.org/licenses/by-nc/4.0/,sound-singing4.wav,"audacity,fun,funny,lovely,man,melody,mix,noise,remix,sing,voice,woman",Mysterious singing...,exclude
86431,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,epanody--nooo_no.wav,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman","Shrill, medium-pitched young female voice says ""nooo, no"". Highly annoying!Mono recording made with a Gigaware microphone headset.",exclude
10108,sp-s,301,sp,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 020.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
266431,fx-h,404,fx,1,xtrgamr,https://creativecommons.org/licenses/by/4.0/,240 sounds (live).wav,"happy,celebration,240-sounds-on-freesound,240,cheer,voice,woo,male,joy,240-sounds,yay,applause","Me announcing that I have 240 sounds <b>LIVE!!</b> (...on the stage in beautiful Peemont!) Nah, just kidding. Just a bunch of applause and cheering I've recorded and a bit of ambience. All of them are available on freesound (except the voice, that was recorded with a Mac's Built-in Microphone, and processed with some reverb, and echo) Anyway this is my 240th sound of all my sounds, good or bad.",exclude
236337,sp-s,301,sp,1,bcimmet,http://creativecommons.org/licenses/by/3.0/,M-u (whispered).aif,"Stanley-Newman,gridplay,mumble,voice,whisper,words,speech,Doug-Peterson,crossword,Brian-Cimmet,mtc500-m002-s14,Celia-Madeoy,solving,puzzle,alphabet,Daniel-Feyer,female,letters,male,English,Malcolm-Ingram","Sound byte from a crossword puzzle — letters, words, clues. Recorded in Logic, April/May 2014, at Syracuse University.",exclude
10135,sp-s,301,sp,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 048.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
337102,sp-c,302,sp,1,jaykiddie,http://creativecommons.org/licenses/by-nc/3.0/,HEY!.wav,"man,shouting,yelling,pop,acappella,field,recording","multiple me shouting HEY! panned equally from far-left, to mid, to far-right recorded with Behringer B-1 condenser mic with pop filter",exclude
107718,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,my god I can't even hear myself think.wav,"annoying,epanody,female,girl,sound,speaking,speech,spoken,text,vocal,voice,woman,word","""My God, I can't even hear myself think!"" said by a strident, annoying, medium-pitched young female voice. Recorded in stereo with a Gigaware microphone headset.",exclude
92154,ss-s,504,ss,1,Jovica,https://creativecommons.org/licenses/by/4.0/,Layers 13 - FRYDAY-119.flac,"ambient,multisample,organ,pad,soundscape,space",LAYERS 013 - FRYDAY is an extensive multisample package containing 128 samples. The numbers are equivalent to chromatic key assignment covering a complete MIDI keyboard (128 keys). The sound of FRYDAY is one of a beautiful PAD. Each sample is one minute long and has a noisy attack sound that fades away quite quickly. After that remains a long sustain phase. It was created using NI Kontakt 4 and the lovely Discovery Pro synth (a virtual Nordlead) within Cubase 5 and a lot of convolution (Voxengo's Pristine Space is my favourite) as well as some reverb from u-he: Uhbik-A. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.,exclude
71411,m-si,102,m,1,The-Sacha-Rush,http://creativecommons.org/publicdomain/zero/1.0/,riga-madona1.wav,"ambient,melody,notes,pianino,piano","Notes and melodies played on piano ""Riga"".",exclude
